IRIS;COM;DISP_Q113;DISP_MED13;DISP_Q313;DISP_EQ13;DISP_PTSAC13;DISP_PBEN13;DISP_PPEN13;DISP_PPAT13;DISP_PPSOC13;DISP_PIMPOT13
783610116;78361;12768,66667;18628,66667;25243;0,669631035;76,5;2;23,8;9,2;6,7;-18,2
783610117;78361;16564,375;22660,95238;30049,04762;0,595062043;77,2;3,3;25,3;9,7;4,2;-19,7
783610118;78361;15244;20167,33333;26737,82609;0,569922949;70,1;4,4;29,6;9,7;5;-18,8
783610119;78361;14053,2;19674;28054,28571;0,71165425;68,4;5,8;26,9;15,7;5;-21,8
783610120;78361;16177,69231;21309,44444;28146,5;0,56166681;80,4;5,6;19,8;9,9;4,5;-20,2
783620101;78362;11924,81481;15718,57143;20522;0,546944436;80,9;0,5;14,9;2,6;13;-11,9
783620102;78362;15772,77778;20301,08696;25870,33333;0,497389897;73,5;1,6;29;7;4,9;-16
783620103;78362;15326,66667;20986,66667;27351;0,57295108;76,2;3,9;23,8;8,9;5,3;-18,1
783620104;78362;18260,66667;23203,84615;28837,82609;0,455836474;74,6;2;29,8;6,2;4;-16,6
783620105;78362;12173,5;16422,66667;22463,33333;0,626562881;74,6;1,5;19,5;9,5;10,7;-15,8
783620106;78362;16632,85714;22180;29835;0,595227361;76,1;1,5;28,5;6,5;4,6;-17,2
783620107;78362;10178,57143;13450,25641;17834,7619;0,569222641;67,1;1,5;21,5;4,7;16;-10,8
783620108;78362;16316,66667;21809,375;28089,28571;0,53979626;71,1;1,9;31,5;8;4,7;-17,2
783720101;78372;19760,64516;25193,33333;31589,33333;0,469516599;84,1;2,8;22,2;7,1;2,7;-18,9
783720102;78372;24116;33562,4;45176;0,627487903;63,2;5,9;39,3;15,2;1,8;-25,4
783720103;78372;22853,84615;30575,2381;39693,33333;0,550755717;71,6;3,7;30,9;15,5;1,8;-23,5
783720104;78372;22993,80952;30562,5;37898,66667;0,487684487;70,4;2,5;35;12,4;1,6;-21,9
783720105;78372;19120,66667;28557;41504,7619;0,783839172;79,8;4,1;24,5;12,3;2,8;-23,5
783720106;78372;22881,5;34076,11111;47618,66667;0,725938667;81,6;5,6;22;15,8;1,9;-26,9
783720107;78372;20932,97872;31043,33333;43965,2;0,741937763;81;5,6;23,4;15,5;2,1;-27,6
783830101;78383;25137,69231;33475,33333;43351,5;0,54409638;71;3,8;32;17,4;1,6;-25,8
783830102;78383;22235,2381;28597;36056,07143;0,483296616;81,5;3,6;26,4;8,5;1,8;-21,8
783830103;78383;12434,23077;16048,80769;21909,33333;0,590392928;81,8;0,6;15,7;3,6;11,4;-13,1
783830104;78383;17566,06061;23695,50769;30177,61905;0,532234152;77,2;0,9;28,3;7,7;3,6;-17,7
783830105;78383;16947,5;21439,5;27336,66667;0,484580642;79,9;1,6;24,6;5,9;4,3;-16,3
783830106;78383;18631,42857;24605,66667;30083,33333;0,465417374;71;2,4;32,9;8,5;3;-17,8
783830107;78383;20447,77778;26051,2;33269,5;0,492173958;74,4;1,2;32,1;9,2;2,2;-19,1
783830108;78383;22786,89655;28591,2;36502;0,479696671;73,4;2,2;32,9;10,2;2,2;-20,9
784180101;78418;25218,75;36883,33333;50384,8;0,682314957;88,1;2,6;18,3;15,3;2,1;-26,4
784180102;78418;21956,92308;29960;39048,09524;0,570466361;84,7;3;20,8;12,4;2,1;-23
784180103;78418;19004;25877,5;36490;0,675722152;81,5;4;21,2;12,5;3;-22,2
784180104;78418;18501,53846;26566,52174;35373,33333;0,635077299;87,5;3,4;17,7;10,1;2,8;-21,5
784180105;78418;18912,22222;26605;34712,22222;0,593873332;85,3;3,2;19;11,2;2,5;-21,2
784180106;78418;25820,83333;34871,6;45481,90476;0,563813287;77,7;4,8;26,8;13,8;1,7;-24,8
784230102;78423;20698,69565;27541,42857;34745,33333;0,510018485;94,8;2,6;13,5;6,4;2,8;-20,1
784230103;78423;18094,7619;24618,66667;32769,33333;0,596074988;94,6;2,4;12,3;7,9;3,4;-20,6
784230104;78423;20656,66667;28802,61111;37427,91667;0,582282278;93,8;3,1;15,4;7,9;2,4;-22,6
784230105;78423;14874,34783;22374;30332;0,690875667;86,3;1,1;18,7;5,8;5,6;-17,5
784230106;78423;18065,21739;23680;30785,5;0,537174097;91,7;1,4;15,7;4,9;4,5;-18,2
784230108;78423;20117;27822;35545,2381;0,554533754;76,1;1,6;28,2;10,4;3,3;-19,6
784230109;78423;23703,33333;30630,33333;37498,66667;0,45038143;90,2;3;18;8,5;2,1;-21,8
784230110;78423;21451;28854;36526;0,522457891;97,4;1,1;13;7,3;2,6;-21,4
784230111;78423;25281,11111;31791,90476;38696;0,421959269;89,6;1,5;19,8;9,2;1,7;-21,8
784230112;78423;20077,09677;26013,33333;33149,6;0,502530877;95;1,7;13,2;5,8;3,4;-19,1
784230113;78423;18664;24962,41379;33478;0,593452225;88,7;1,3;17,6;6,6;4,3;-18,5
784230114;78423;26981,6;34000;41500;0,427011765;83;3,7;22,1;12,7;1,8;-23,3
784230115;78423;20669,56522;27895,2;35352,17391;0,526348931;92,5;2,7;15,3;7,6;2,7;-20,8
784230116;78423;26347,33333;33514,7619;42440;0,480166522;94,7;3;14,6;9,1;1,8;-23,2
784400101;78440;14118,21429;19061,25;25260;0,584525449;73,7;1,7;26,2;6,7;7,3;-15,6
784400102;78440;13198;18131;24053,75;0,598739728;75,2;1,9;24;7,2;7,3;-15,6
784400103;78440;14018,62069;19200,16092;25767,5;0,611915669;76,4;1,5;23;8,7;6,7;-16,3
784400104;78440;12736,66667;17603,75;22805,2381;0,571956056;68,7;1,3;29,4;6;8,7;-14,1
784400105;78440;11297,8125;15756,52174;21345,71429;0,637697961;;;;;;
784400106;78440;11868,66667;16541,30435;21596,4;0,58808744;71,5;1,5;24,4;5,1;10,7;-13,2
784400107;78440;13723,33333;18488,07692;23449,73913;0,526090725;72,5;0,7;27,5;5,9;7,4;-14
784400108;78440;9737,666667;12070,30303;15315,92593;0,462147408;;;;;;
784400110;78440;9431,6;12250;16357,07317;0,565344749;;;;;;
784400111;78440;10999,18919;13947,33333;17804;0,487893323;;;;;;
784400112;78440;10746,66667;14127,17391;18053,84615;0,517242835;;;;;;
784810101;78481;15807,91667;21945;29404;0,61955267;75;1,6;29,1;7,1;5;-17,8
784810102;78481;23628,66667;34936;49954,5;0,753544577;79,4;4;24,6;18,2;2;-28,2
784810103;78481;18344,66667;26537,5;35733,33333;0,655248862;78,2;4,5;25,4;10,4;3,1;-21,6
784810104;78481;17383,80952;23126;30190,86957;0,553794865;86,4;2;19,7;6,5;4,4;-19
784810105;78481;22916;30882,85714;42973,84615;0,649481557;71,4;2,5;33,6;15,6;1,4;-24,5
784810106;78481;20925,33333;31538,66667;42665,35714;0,689313345;80,3;4,4;22;17,3;2,1;-26,1
784810107;78481;18246;27536,5;40334,7619;0,802163017;78,1;2,5;28;12,9;2,6;-24,1
784810108;78481;22870;31856,66667;42600;0,619336612;77,6;3,8;26,7;15,1;1,8;-25
784900101;78490;21616,08696;28070;35514;0,495116247;76,5;4,4;28,6;10,1;1,7;-21,3
784900102;78490;17341,07143;21857,33333;27947,61905;0,485262656;85,9;1,5;18,6;7;4,2;-17,2
784900103;78490;18148;23608,57143;29168;0,46677962;86,2;1,1;20,2;5,1;4,2;-16,8
784900104;78490;10576,79245;13486,32653;17238,48485;0,493959002;;;;;;
784900105;78490;16778,8;21138,46154;26200;0,445689956;93,6;2,1;14;4,8;3,1;-17,6
784900106;78490;20146;25112,38095;30916;0,428872118;78,5;1,2;28,8;7,2;2,7;-18,4
784900107;78490;29704;38117,33333;50282,66667;0,539876871;72,5;5,5;32,4;14,8;1,6;-26,8
784900108;78490;23926,08696;30883,47826;38981;0,487474659;85,1;3,4;20;12,3;2,2;-23
784900109;78490;25037,5;31626,19048;38706,19048;0,432195287;80,9;3,3;25,3;11,5;1,9;-22,9
784900110;78490;13587,14286;17822;23552;0,559132373;86,8;2,4;14;4,5;7,7;-15,4
784900111;78490;16698,07692;21742,3913;28434;0,539771496;91,5;1,5;13,5;4,5;5,5;-16,5
784900112;78490;17110;23176,33333;30017,08333;0,556907909;94,4;0,9;12,9;5,2;4,9;-18,3
784980101;78498;19588,66667;26590;35794;0,609452175;85,9;3;20,3;11,3;2,5;-23
784980102;78498;12452,09302;16126,12903;22460,76923;0,620649642;84,5;1,1;13,8;3,4;11,6;-14,4
784980103;78498;19721;26620,66667;34430;0,552540633;95,6;2;14,9;6,1;2,6;-21,2
784980104;78498;16426;22560,5;29953,33333;0,59960255;81,6;1;23,6;9;3,9;-19,1
784980105;78498;22032;29543,88889;38153;0,545662762;82,3;3,5;23,2;11,5;2;-22,5
784980106;78498;19910;25026,95652;31731,33333;0,472344023;74,4;1,8;32,8;8,5;2,2;-19,7
784980107;78498;14459,375;20777,44444;30440;0,769133328;69,1;2,8;33,1;10,5;4,6;-20,1
784980108;78498;16990,41667;23984,7619;33511,5;0,688815816;80,8;3,2;24,2;9,3;3,7;-21,2
784980109;78498;19570;26986;35958,33333;0,6072902;73,6;4,2;29,2;12,3;2,6;-21,9
784980110;78498;17090,66667;22853,83333;30846;0,601882981;67,2;1,7;38,3;8,5;3,5;-19,2
784980111;78498;13412,5;18278,5;24585,5;0,6112646;78,3;0,8;23,5;6,1;6,8;-15,5
784980112;78498;11194,66667;14665,875;19320;0,554029905;70,4;1,3;25,4;2,6;10,9;-10,6
784980113;78498;15495,64286;22288;30867;0,689669649;77,3;2,5;27,4;7,2;4,3;-18,7
784980114;78498;16357,42857;23454,66667;32722,66667;0,697739104;71,1;2,5;31,9;10,1;4,2;-19,8
784980115;78498;11358,78788;14193;18818,33333;0,525579191;;;;;;
784980117;78498;13792,66667;19232;25880,66667;0,628535774;80,3;3,4;21,6;6,2;5,8;-17,3
785170101;78517;17450;24098,09524;32689,33333;0,632387464;78,8;3,2;26,7;9;3,2;-20,9
785170102;78517;20458;28148,8;38687,5;0,647611976;67,8;7;32,2;15,4;2,1;-24,5
785170103;78517;14476,5;18826;23959,44444;0,503715311;79,9;1,9;23,3;3,5;6,9;-15,5
785170104;78517;19092,85714;26509,64286;35882,5;0,633340968;75,6;3,7;29,2;10,2;3,2;-21,9
785170105;78517;13850,71429;17728,33333;22690,5;0,498624747;74,7;1,9;25,4;3,9;8,2;-14,1
785170106;78517;22613,5;28545;36142,5;0,473953407;74,3;2;30,9;12,2;2,5;-21,9
785170107;78517;22910;29249,31034;37699,375;0,50563158;70,6;5,1;33,6;11,5;2,2;-23
785170108;78517;19551,30435;25632;33820;0,55667508;83;2,8;24,6;8,4;2,6;-21,4
785170109;78517;18652;24930,66667;32037,33333;0,536902342;74,4;2,5;31,3;9,8;2,6;-20,6
785170110;78517;19157;26022,33333;33310;0,543878976;71,8;2,3;34,2;8,3;2,8;-19,4
785450101;78545;20452,8;26825,83333;34966,66667;0,541040664;81,6;2,7;23,6;9,8;2,8;-20,5
785450102;78545;12957;16682,91667;22017,6;0,543106471;77,8;1,4;20,4;4;9,8;-13,4
785450103;78545;15336;22117,61905;30834,7619;0,700742782;96;1,2;12,8;4,6;4,7;-19,3
785450104;78545;16694,5;21861,85185;29291;0,576186322;89,1;2;16,1;5;5,2;-17,4
785450105;78545;17246,66667;23914,16667;33141,25;0,664651357;93;2,2;13,9;8;3,5;-20,6
785450106;78545;17032,38095;25646,25;34741,15385;0,690501453;81,4;3;23,1;8,2;4,2;-19,9
785450107;78545;19720,38462;27104,8;35541,33333;0,583695461;82,2;2,1;22,6;11;3;-20,9
785510101;78551;18709,375;25534;38747,61905;0,784767136;89,8;4;18,2;12,6;2,6;-27,2
785510102;78551;20794,81481;26021;37418,66667;0,638862913;77,5;4,2;26,2;12,5;2,5;-22,9
785510103;78551;17670,55556;24509,44444;34375;0,681551329;79,8;4,5;22,9;11,5;3,2;-21,9
785510104;78551;24842;38504,66667;57986;0,86077878;76,2;9,1;24,3;23,6;1,5;-34,7
785510105;78551;28599,25926;39881,66667;54445,2;0,648065713;80,2;6,7;23,7;19,7;1,3;-31,6
785510106;78551;24314;37439,33333;52308,66667;0,747734112;70,6;8,2;26,1;23,7;1,6;-30,2
785510107;78551;20626;31650;44020;0,739146919;86,3;5;19,1;14,7;1,9;-27
785510108;78551;17083,33333;24656;37267,03704;0,818612253;75,8;3,9;26,6;16,1;2,3;-24,7
785510109;78551;15224;21141,26923;29100,95238;0,65639164;81,6;3,2;19,3;8;6,2;-18,3
785510110;78551;16173,21429;21959;30867,33333;0,669161576;84;3,1;18,8;8,7;4,9;-19,5
785510111;78551;13268,33333;17981,42857;25235;0,665501443;80,3;2,8;20,4;5;7,6;-16,1
785510112;78551;21955,2381;30925;42561,66667;0,666335605;89,6;5;15,9;13,6;2,1;-26,2
785510113;78551;26105;36630,43478;49185,33333;0,630086251;72,9;6,8;30;15,5;1,6;-26,8
785510114;78551;22958;35430;50354;0,773243014;82,5;5,9;25,9;16,1;1,5;-31,9
785510115;78551;19544,28571;29451;41939,52381;0,76042369;78,8;4,7;23,5;16,5;1,9;-25,4
785510116;78551;21872,85714;28305,33333;40907;0,672457824;83;4,3;20,8;16,2;2,3;-26,6
785510117;78551;24651;38126,11111;53413,80952;0,754412362;71,6;5;30,8;21,1;1,2;-29,7
785510118;78551;30414,66667;42970,86957;58674,5;0,657650953;77,9;5,2;24;25,1;1;-33,2
785510119;78551;17948,69565;25220;37717,14286;0,783840095;81,6;3,3;22,2;11,8;3,1;-22
785860101;78586;19232;27428,66667;36262,77778;0,620911617;86,9;3,8;19,2;9,9;2,7;-22,5
785860102;78586;19417;25781;34960;0,602885846;79,1;1,7;26,3;11,2;2,4;-20,7
785860201;78586;21379,28571;29947,05882;38962;0,587126582;77,5;3,8;25,5;13,4;2,2;-22,4
785860202;78586;18490;25669,5;34375;0,618827792;81,4;2,8;23,9;10,1;2,5;-20,7
785860203;78586;22366;28525,55556;36441,90476;0,493448926;75,1;3,3;29,1;12,3;1,5;-21,3
785860301;78586;23239,6;30075,5;39311;0,534368506;76,6;2,7;28,2;11,6;2;-21,1
785860302;78586;20131,90476;25408,84615;33279,5;0,517441648;85,3;1,6;21,5;8,8;2,3;-19,5
785860401;78586;20262;26303;34215,14286;0,530477241;78,4;1,9;26,1;11,1;2,3;-19,8
785860501;78586;16146;22760,66667;31404;0,670367007;87,1;1,4;18,4;7,2;4,8;-18,9
785860502;78586;16560;22763,75;31045,33333;0,636333352;88,7;3,3;15,6;7,1;4,3;-19
785860601;78586;14130,66667;20835;27718,84615;0,652180441;82,9;1,7;20,3;6;5,3;-16,2
785860701;78586;13265,33333;17690,95238;23381;0,571798875;79,1;1,4;21,2;4,5;8,6;-14,8
785860702;78586;11575;15739;21011,33333;0,599551009;81,6;0,6;15,8;4,5;11,1;-13,6
785860703;78586;12428,125;16488;21189,44444;0,531375512;82,7;1,4;14;3,7;11,8;-13,6
785860801;78586;11225,2381;14458,33333;19125,64103;0,546425563;69,7;0,6;19,5;3,4;17,6;-10,8
785860802;78586;11038,125;14167,33333;17882,33333;0,483097854;71,1;0,8;17,4;3,7;17,6;-10,6
785860901;78586;11975,21739;15797;20818,33333;0,559797173;79,6;2,4;13;3,9;13,7;-12,6
785861001;78586;18049,73684;24457,66667;32336,95652;0,584161191;78,7;3,6;24;10,1;3,2;-19,6
785861101;78586;18450;24270,66667;32321,2;0,571521178;75,9;4,1;26,2;10,3;2,7;-19,2
785861102;78586;19095,11111;25282,38095;32834;0,543417525;76,8;3,1;26,9;10,7;2,2;-19,7
785861201;78586;13439,33333;17714,28571;22798,84615;0,528359595;82,9;1,6;16,1;5,1;8,8;-14,5
786210101;78621;14589;19568,26087;25889;0,577465728;83,7;1,1;19,7;5,5;6;-16
786210102;78621;15242,22222;19908;25979;0,53931976;82,4;1,6;20,5;5,6;5,7;-15,8
786210103;78621;14200,4878;19407;24856,19048;0,549064908;76,8;1,9;23,4;5,6;6,8;-14,5
786210104;78621;11064,7619;14421,33333;18687;0,528539069;81;0,8;10,9;2,5;15,6;-10,8
786210105;78621;11224,51613;15702,8;21145,6;0,631803492;83,1;1,1;13,9;2,8;11,5;-12,4
786210106;78621;12416,66667;16778,84615;22363,88889;0,592843044;78;0,7;19,6;4,6;10,7;-13,6
786210107;78621;12348,75;16027,41935;20960;0,537282379;82,8;1,1;11;2,4;14;-11,3
786210108;78621;12065;15407,5;19383;0,474963492;;;;;;
786210109;78621;11749,25926;15256,25;19592;0,514067398;80,5;0,7;11,6;2,3;15,4;-10,5
786210110;78621;11122,66667;14533,88889;18027,08333;0,475056382;;;;;;
786210111;78621;11407;14121,07143;17982,5;0,465651635;;;;;;
786210112;78621;8626;12814,23077;17170;0,666758712;;;;;;
786240101;78624;21835;29722,5;38735,35714;0,568604833;84,3;3,4;22,5;13,6;2;-25,8
786240102;78624;21207,87879;28572,14286;36846;0,547320559;78,1;4,7;26,5;10,4;2,5;-22,2
786240103;78624;17622,66667;23434,7619;30782,69231;0,561560032;85,6;2,8;19,3;7,3;4;-19
786400102;78640;22519,04762;32823,6;45217,77778;0,691536887;79;4,7;25,1;13,9;1,8;-24,5
786400103;78640;25710,66667;33810,8;42504;0,496685477;78,4;4,3;25,8;13,8;1,4;-23,7
786400104;78640;20615,89744;26714,7619;33459;0,48074928;79;2,2;27,8;7,9;2,5;-19,4
786400105;78640;18773,33333;23085,38462;28218,66667;0,409147757;78,8;2,2;27,1;4,6;3,6;-16,3
786400106;78640;17990,96774;22586,66667;28782;0,477761168;77,9;1,1;28,8;5,3;3,5;-16,6
786400107;78640;16428;21546;29110,95238;0,588645335;68,7;0,5;35,6;8,5;4,1;-17,4
786400108;78640;20259;26370,8;35333;0,571617092;76,3;2,2;29,4;9,9;2,4;-20,2
786400109;78640;21412;28121,33333;35816,66667;0,512232706;73,5;2;34,8;10,3;1,7;-22,3
786400110;78640;23445,55556;30121,90476;36976;0,449189537;75,7;2,8;31,8;9,5;1,3;-21,1
786420101;78642;23696;31044,33333;40002,85714;0,525276448;94,6;3,5;14,5;8,9;2,5;-24
786420102;78642;19166,66667;26786,66667;36760,86957;0,656826888;79,1;5,8;24,2;11,1;3;-23,2
786420103;78642;15808,07692;20087,33333;25492;0,482091023;73,7;1,4;30,9;6,1;4,7;-16,8
786420104;78642;19115,55556;25575;32946,66667;0,540805909;88,3;1,7;20,3;6,6;2,9;-19,8
786420105;78642;23844,16667;30915,35714;39979,2;0,521909977;81,7;4,1;26,8;11,4;1,6;-25,6
786460101;78646;16980;26392;37714,5;0,785635799;72,1;2,4;31,7;12,2;3,4;-21,8
786460102;78646;11827;15399,33333;20032,85714;0,532870934;72,4;1;23,6;3,5;11,3;-11,8
786460103;78646;15162;19908,57143;26555,55556;0,572293979;73,7;1,5;30;6,2;5,3;-16,7
786460201;78646;25863,05556;37090,47619;53103,33333;0,734427826;66,7;6,2;31,1;22,3;1,5;-27,8
786460202;78646;25863,33333;35814;49169,5;0,650755757;71,9;6,7;28,7;20;1,3;-28,6
786460203;78646;22385,2;30635,33333;41347,61905;0,61897218;83,3;2,7;23,1;11,9;2;-23
786460204;78646;27609,2;37041,33333;52296;0,66646629;70,4;5,5;30,9;20,6;1,6;-29
786460205;78646;28395,18519;37669,12;49070;0,548853141;66,3;4,1;37,5;17;1,4;-26,3
786460206;78646;12969,16667;18599;30676;0,952031471;74,5;1,9;28,2;12,1;5,4;-22,1
786460207;78646;19724,13793;29199;43088,57143;0,800179236;68,6;3,1;34,1;15,7;2,6;-24,1
786460301;78646;22570;28989,6;40484,66667;0,617968743;92,8;3,4;13,7;10,9;2,3;-23,1
786460302;78646;21050,55556;29086;40884,66667;0,681912642;84,3;2,7;20,1;13,7;2,2;-23
786460303;78646;15948;21399;28369,44444;0,580468454;87,5;2;17,3;7,3;4,4;-18,5
786460304;78646;20433,33333;26483,93939;35297,22222;0,561241614;86;1,5;19,9;10;3,3;-20,7
786460305;78646;25974;35092,66667;44849,33333;0,53787116;70,7;1,9;35,1;15,6;1,2;-24,5
786460306;78646;22584;32523;42961,42857;0,626554394;81,6;4;22,1;13,8;2;-23,5
786460307;78646;21877,33333;29191,11111;39075;0,58914053;83,8;3,5;23,3;10;2,3;-22,9
786460401;78646;20076;29297,14286;40015,21739;0,680585731;87,8;5,3;14,1;14,1;2,5;-23,8
786460402;78646;23944,7619;33862;46770,5;0,674081215;79,3;6,5;21,7;19,3;1,8;-28,6
786460403;78646;21942,85714;31227,33333;45474,44444;0,753557374;81;6,6;19,1;17,8;2,3;-26,8
786460404;78646;25885;36610,32258;51158;0,690324428;65,2;16,2;25,8;19,2;1,3;-27,7
786460405;78646;25127;36422;50075,33333;0,684979774;69,6;5,7;32,2;19,6;1,3;-28,4
786460406;78646;27162,85714;37992,96296;53175;0,684656863;72,4;5,3;28,1;22,7;1,6;-30,1
786460407;78646;27726,76471;38582,85714;55752,72727;0,726383805;76;4,7;25,6;22,6;1,3;-30,2
786460501;78646;26550;38009;52165;0,673919335;71;3,6;29,5;22,3;1,4;-27,8
786460502;78646;24482,14286;36151,53846;49117,5;0,681446992;65,7;8,4;27,4;26,2;1,5;-29,2
786460503;78646;21570,33333;32709,33333;47527,91667;0,793583381;56,9;5,2;42,1;20,6;1,5;-26,3
786460504;78646;18840,33333;29296,66667;41911;0,787484355;81,1;3,4;23,6;13,9;2,1;-24,1
786460505;78646;27586,89655;39097,56757;55997,08333;0,726648448;70,2;5,6;26,3;29,9;1,4;-33,4
786460506;78646;28554;41685,55556;59851,6;0,750802036;72,8;9,3;25,3;24,6;1,8;-33,8
786460601;78646;19663;28047,33333;40953,6;0,759095339;76;3,7;24,1;18,7;2,1;-24,6
786460602;78646;21279,61538;31537,61905;43923,66667;0,718001294;82;4,1;19,6;18,6;2,3;-26,6
786460603;78646;22435,33333;31544,5;44086,89655;0,686381563;85,7;6,1;16,8;15,2;2;-25,8
786460604;78646;21951,42857;29023,33333;40793;0,649187025;89,2;5,3;14;13,8;2,3;-24,6
786460605;78646;21423,33333;30168;42936,4;0,713108813;77,3;4,4;23,6;16,9;2,2;-24,4
786460606;78646;18527,33333;22084;26998,33333;0,383580873;109,6;0,6;-0,2;2,6;4,2;-16,8
786500101;78650;31581,2;45774,44444;65818,07692;0,747947405;81,3;6,1;21,2;23,1;1,1;-32,8
786500102;78650;26767,08333;41738;63990,66667;0,891839171;75,9;9,7;23,3;25,9;1,1;-35,9
786500103;78650;26433,33333;41556;68303,84615;1,007568409;79,9;7,4;22,1;26,1;1,3;-36,8
786500104;78650;22328,88889;33064,64286;50582,66667;0,854501224;86,4;7,4;19,1;16,8;1,8;-31,5
786500105;78650;23904;35448;53328,66667;0,830079741;69,4;7,6;29,9;23,6;1,3;-31,8
786860102;78686;21417;30797,14286;41264,28571;0,644452176;85;3,9;19,1;12,9;2,3;-23,2
786860103;78686;28332;38340,47619;51500;0,604270012;78;4,8;24,9;17,1;1,6;-26,4
786860104;78686;23038,66667;32051;43468,66667;0,637421609;82,9;2,8;23;13,6;2,2;-24,5
786860105;78686;23941,90476;32491,11111;41895,2381;0,552561384;85,8;2,4;20;14;1,6;-23,8
786860106;78686;23954,66667;33362,5;45355;0,641448732;78,3;4,4;25,2;15,1;1,8;-24,8
786860107;78686;23105;31486,66667;43141,33333;0,636343426;85,4;3,9;19,5;13,9;1,9;-24,6
786860108;78686;20935,14286;30748,55556;41310,66667;0,662649788;78,8;3,7;24,9;15,6;2,1;-25,1
786880101;78688;24748,66667;33827,03704;43481,33333;0,553777933;95,1;2,8;14,8;9,5;2;-24,2
786880102;78688;20832,14286;27728,8;36258,84615;0,556342261;96;1;14,2;6,8;3;-21
786880103;78688;25632,35294;33141,33333;42312,77778;0,503311821;90,6;2,6;20;9,2;1,7;-24,1
786880104;78688;28434,28571;37885,71429;48312;0,524675716;81;4,6;24,6;14;1,7;-25,9
786880105;78688;26422,4;34861,90476;46341;0,571357192;78,3;4;25,9;15,1;1,9;-25,2
790490101;79049;13636,875;18056;23785,83333;0,562082318;58,8;7,4;27,2;16,1;7,3;-16,8
790490102;79049;15656,85714;20104;26608;0,544724575;54,4;6,9;34,3;17,4;4,7;-17,7
790490103;79049;16303;19922,66667;24094;0,391062107;69,7;4;25,2;11;4,6;-14,5
790490104;79049;11426,12903;15625,29487;20526;0,582380751;50,1;3,8;35;13,1;11,5;-13,5
790490105;79049;15571,33333;19071,33333;23882,6087;0,435799386;63;7,9;29,7;9,7;5,2;-15,5
790490106;79049;15873,33333;19530,47619;24445;0,438886722;69,1;7,1;21,2;12,3;4,4;-14,1
790490110;79049;14635,33333;18129,13043;22656,92308;0,442469636;59,2;9,2;27,3;10,6;6,2;-12,5
790490111;79049;16190;20089,33333;25180,86957;0,447544446;67,7;4,5;26,5;11,1;4,5;-14,3
790490112;79049;16219,08974;20218,61111;25640,8;0,465991962;70;5,6;24,3;11;3,9;-14,8
791910101;79191;11601,6;16849,5;26063;0,858268791;72,8;7,7;18,3;10,7;10,4;-19,9
791910102;79191;12641;17877,33333;26719,83333;0,787524239;65,5;11,5;24,3;9,1;9,2;-19,6
791910103;79191;14751;20598;30212,4;0,750626274;70,8;6,3;26,5;9,6;6;-19,2
791910201;79191;16285;22700;31690,55556;0,678658835;71;10;26,4;10;4,1;-21,5
791910202;79191;12942,08;18706,66667;25562;0,674621525;64,5;3,2;33;8;8;-16,7
791910203;79191;15332;20882,66667;27340,4;0,575041502;55,7;4;41,9;11,2;4,7;-17,5
791910301;79191;15870,41667;21762,15217;31262,58929;0,707290919;70,1;10,1;27,2;9,2;4,4;-21
791910302;79191;15940,5;20310;26540,86957;0,521928585;64,5;2,3;37,9;7,6;4,2;-16,5
791910303;79191;15760;21031,30435;29012;0,630108327;67,2;5;32,4;10,4;4,8;-19,8
791910401;79191;11006,66667;14972;20069,33333;0,605307685;47,4;1,6;42,1;7;14,2;-12,3
791910402;79191;15699,5;19812,66667;25544;0,496879101;61,1;2,7;40,8;7,5;4,4;-16,5
791910403;79191;10139,56522;13958,33333;18878;0,626037119;57,8;2,7;27,5;4,7;18,9;-11,6
791910404;79191;9121,304348;11819,23077;15208,33333;0,515010588;51,7;0,6;18,9;2,2;33,3;-6,7
791910501;79191;19021;24355,55556;32608,33333;0,557874088;64,3;7,7;33;14,5;2,6;-22,1
791910502;79191;16203;20332,22222;26708;0,516667577;63,2;2,8;38,3;8,5;4,1;-16,9
791910503;79191;16647,61905;22295,33333;30868,5;0,637841145;70,5;4,1;30,2;11,5;3,6;-19,9
791910601;79191;16169,58333;22262,85714;30923,57143;0,662717638;74,2;7,4;24,4;9,1;4,9;-20
791910602;79191;15221;20211,90476;26878;0,57673931;68,9;3,1;31,6;8,4;5,7;-17,7
791910603;79191;16129;21352,33333;28919,44444;0,599018582;70;5,2;30,2;9,4;4,5;-19,3
791910604;79191;15118;20451,5;27112,22222;0,586471517;71,2;6,5;26;7,7;6,3;-17,7
791910701;79191;16886,15385;22202,66667;29973,5;0,589449292;71,1;6,1;29,7;8,1;4,1;-19,1
791910702;79191;15525,33333;19708,66667;25519,04762;0,507072064;63,1;3,2;36,3;7,9;5,7;-16,2
792020101;79202;14039;18896,16667;24976,19048;0,578804721;58,3;6,8;31,8;11,3;6,7;-14,9
792020102;79202;12960;16973,21429;23566,25;0,624881641;58,3;10,4;26;14,4;8;-17,1
792020103;79202;13967,14286;18126;23288;0,514225816;48,8;2,2;44,8;10,6;6,2;-12,6
792020104;79202;12573;16906;21943,33333;0,554260815;43,4;4,1;44,1;10,4;9,9;-11,9
792020105;79202;14372,5;18570,55556;22998;0,464471834;61,3;3,9;31,8;10;6,5;-13,5
800010101;80001;13397;18320;25363,57143;0,65319713;54,7;12,2;33,5;11,6;6,6;-18,6
800010102;80001;13025,33333;17457,69231;23207;0,583219505;54,1;10,2;34,2;10,4;7,8;-16,7
